title_id,name
794,Senior Cloud Security Engineer
795,Senior Cloud Security Engineer
796,Senior Data DevOps Engineer
797,Senior Data Engineer
798,Senior Data Engineer
799,Senior Data Engineer
800,Senior Data Engineer
801,Senior Data Engineer
802,Senior Data Engineer - Advertising
803,Senior Data Engineer - eCommerce/CDP
804,Senior Data Engineer (.NET)- Allegro Pay
805,Senior Data Engineer (.NET)-Allegro Pay
806,Senior Data Engineer (Data Science Hub)
807,Senior Data Platforms Developer / REMOTE
808,Senior Data Quality Analyst
809,Senior Data Scientist / AI Engineer
810,"Senior Data Scientist, Marketing"
811,Senior Developer (Angular/ React)
812,Senior DevOps Engineer
813,Senior DevOps Engineer
814,Senior DevOps Engineer
815,Senior Embedded Firmware Developer
816,Senior Engineer Manager
817,Senior Flutter Developer
818,Senior Flutter Developer m/f/d
819,Senior Front-End Developer
820,Senior Frontend Developer
821,Senior Frontend Developer
822,Senior Frontend Developer
823,Senior Frontend Developer - React or Vue
824,Senior Frontend Developer (Node/remote)
825,Senior Frontend Developer (Vue.js)
826,Senior Frontend Engineer
827,Senior Frontend Engineer
828,Senior Full Stack Developer
829,Senior Full Stack Developer
830,Senior Full Stack Engineer
831,Senior Full Stack Engineer
832,Senior Fullstack Developer
833,Senior Fullstack Developer
834,Senior iOS Developer
835,Senior IT Help Desk Specialist
836,Senior IT Help Desk Specialist
837,Senior IT Help Desk Specialist
838,Senior Java Developer
839,Senior Java Developer
840,Senior Java Developer
841,Senior Java Developer
842,Senior Java Developer
843,Senior Java Developer (remote)
844,Senior Java Game Developer
845,Senior Java Game Developer
846,Senior Java Software Engineer
847,Senior Java/Kotlin Backend-Engineer
848,Senior Machine Learning Engineer
849,Senior Magento 2 Developer
850,Senior Next.js Frontend with Web3
851,Senior PHP (Magento) Developer
852,Senior PHP Backend Developer
853,Senior PHP Developer
854,Senior Product Manager
855,Senior Python Developer
856,Senior Python Software Engineer
857,Senior QA Automation Engineer
858,Senior React Developer
859,Senior RPA Developer
860,Senior Ruby Engineer
861,Senior Ruby Engineer - Remote (EU)
862,Senior Ruby Engineer (100% Remote)
863,Senior Scala Developer
864,Senior ServiceDesk Technician
865,Senior ServiceDesk Technician
866,Senior Site Reliability Engineer
867,Senior Software C++ Engineer
868,Senior Software C++ Engineer
869,Senior software developer
870,Senior Software Engineer
871,Senior Software Engineer
872,Senior Software Engineer
873,Senior Software Engineer
874,Senior Software Engineer
875,Senior Software Engineer - Enterprise
876,Senior Software Engineer - Python (PTO)
877,Senior Software Engineer (.NET)
878,Senior Software Engineer (Java/Kotlin)
879,"Senior Software Engineer, Back-End"
880,Senior System Administrator
881,Senior System Software Engineer
882,Senior Technical Product Owner
883,Senior UX Designer/UX Manager
884,Senior Web Application Tester
885,Senior Web Developer AEM (Team Lead)
886,Senior/Lead DevOps Engineer
887,Senior/Lead Machine Learning Engineer
888,Senior/Mid Back-end Engineer (Python)
889,Senior/Reg. Backend Developer - Node.js
890,Service Delivery Coordinator
891,ServiceNow Developer
892,ServiceNow Junior Technical Consultant
893,ServiceNow Senior Technical Consultant
894,ServiceNow Senior Technical Consultant
895,Site Reliability Engineer (SRE)
896,Site Reliability Engineer (SRE)
897,Site Reliability Engineer (SRE)
898,Software (C++) Team Leader
899,Software (Golang) Team Leader
900,Software C++ Engineer
901,Software C++ Engineer
902,Software Developer
903,Software Developer
904,Software Developer
905,Software Developer Internship
906,Software Engineer
907,Software Engineer
908,Software Engineer
909,Software Engineer
910,Software Engineer
911,Software Engineer - Cloud Infrastructure
912,Software Engineer - Cloud Infrastructure
913,Software Engineer - Core Database Engine
914,Software Engineer - Frontend
915,Software Engineer - Python
